2017-05-08 21:42:56+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.25
2017-05-08 21:41:01+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2402
2017-05-08 21:40:05+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2414
2017-05-08 21:42:56+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.25
2017-05-08 21:41:01+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2402
2017-05-08 21:40:05+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2414
2017-05-08 21:38:07+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2432
2017-05-08 21:38:05+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2458
2017-05-08 21:37:01+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2448
2017-05-08 21:35:02+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2458
2017-05-08 21:32:57+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2448
2017-05-08 21:30:51+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2439
2017-05-08 21:30:30+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.1984
2017-05-08 21:29:01+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.1995
2017-05-08 21:27:21+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2004
2017-05-08 21:26:28+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2
2017-05-08 21:25:17+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.1999
2017-05-08 21:25:01+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.199
2017-05-08 21:21:15+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.1999
2017-05-08 21:10:57+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.1993
2017-05-08 21:06:46+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.1999
2017-05-08 21:02:36+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2004
2017-05-08 21:01:02+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.201
2017-05-08 20:58:14+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2004
2017-05-08 20:57:14+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.201
2017-05-08 20:54:28+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2016
2017-05-08 20:53:28+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2021
2017-05-08 20:52:26+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2027
2017-05-08 20:50:46+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2033
2017-05-08 20:45:02+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2039
2017-05-08 20:41:30+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2043
2017-05-08 20:40:30+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2049
2017-05-08 20:15:44+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2052
2017-05-08 20:11:42+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2049
2017-05-08 19:57:15+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2052
2017-05-08 19:57:08+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2049
2017-05-08 19:56:08+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2043
2017-05-08 19:55:02+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2049
2017-05-08 19:49:06+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2052
2017-05-08 19:48:04+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2046
2017-05-08 19:43:03+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.204
2017-05-08 19:41:35+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2046
2017-05-08 19:40:25+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2037
2017-05-08 19:39:25+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2031
2017-05-08 19:36:31+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2037
2017-05-08 19:34:09+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2031
2017-05-08 19:31:33+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2037
2017-05-08 19:29:01+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2043
2017-05-08 19:27:41+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2052
2017-05-08 19:20:39+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2046
2017-05-08 19:14:01+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.204
2017-05-08 19:11:21+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2046
2017-05-08 19:10:21+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.204
2017-05-08 19:07:03+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2034
2017-05-08 19:05:35+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2029
2017-05-08 19:03:35+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2034
2017-05-08 19:01:25+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.204
2017-05-08 18:57:47+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2031
2017-05-08 18:56:47+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2037
2017-05-08 18:54:43+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2049
2017-05-08 18:53:43+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2052
2017-05-08 18:49:35+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2049
2017-05-08 18:47:22+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2052
2017-05-08 18:45:14+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2039
2017-05-08 18:44:48+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2029
2017-05-08 18:43:48+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2024
2017-05-08 18:40:40+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2029
2017-05-08 18:39:40+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2035
2017-05-08 18:38:40+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2047
2017-05-08 18:37:40+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2041
2017-05-08 18:36:40+00:00,p2.xlarge,Linux/UNIX,us-east-1b,0.2052
